header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Area,Ownership situation,error
Van Ostadestraat 218,1073 TT Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42573821-van-ostadestraat-218/?navigateSource=resultlist,20220130_192002,"€ 2,100,000 kosten koper","€ 6,908    The asking price per m² (€ 2,100,000) is calculated by dividing the asking price of the home by the living area (304 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Available,Available in consultation,"Desirable residence/villa, row house",Resale property,Before 1906,Living area304 m²Other space inside the building10 m²Exterior space attached to the building122 m²,304 m²,10 m²,122 m²,182 m²,650 m³,1 room,1 story,Not available,182 m²,Full ownership,no
