header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Van Roozendaalstraat 10,1715 EL Spanbroek        ,https://www.funda.nl/en/koop/spanbroek/huis-42531106-van-roozendaalstraat-10/?navigateSource=resultlist,20220129_172152,"€ 217,500 kosten koper","€ 2,417    The asking price per m² (€ 217,500) is calculated by dividing the asking price of the home by the living area (90 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,1967,Gable roof covered with roof tiles,Living area90 m²External storage space15 m²,90 m²,15 m²,177 m²,326 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories and a attic,C        What does this mean?,Double glazing,CH boiler,CH boiler,Gas-fired combination boiler,177 m²,Full ownership,Alongside a quiet road and in residential district,"Back garden, front garden and side garden",84 m² (12 meter deep and 7 meter broad),Located at the southeast accessible via the rear,Detached brick storage,Public parking,no
