header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,CH boiler,Ownership situation,Garden,Back garden,Garden location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Egidiusstraat 113 H,1055 GS Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42441933-egidiusstraat-113-h/?navigateSource=resultlist,20220131_003721,"€ 550,000 kosten koper","€ 7,639    The asking price per m² (€ 550,000) is calculated by dividing the asking price of the home by the living area (72 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Sold under reservation,Available in consultation,Ground-floor apartment,Resale property,1950,Living area72 m²,72 m²,277 m³,3 rooms (2 bedrooms),1 story,Ground floor,Mechanical ventilation and TV via cable,C        What does this mean?,CH boiler,CH boiler,"Intergas (gas-fired from 2021, in ownership)",Full ownership,Back garden,"27 m² (4 meter deep and 6,67 meter broad)",Located at the west,"Paid parking, public parking and resident's parking permits",Yes,Yes,Yes,Yes,Yes,Yes,no
