header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Ahornstraat 8,2565 ZX Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88014709-ahornstraat-8/?navigateSource=resultlist,20220128_085054,"€ 450,000 kosten koper","€ 5,114    The asking price per m² (€ 450,000) is calculated by dividing the asking price of the home by the living area (88 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Available,Available immediately,Upstairs apartment (apartment),Resale property,1906,Energie Prestatie Advies,Living area88 m²,88 m²,246 m³,2 rooms (1 bedroom),1 separate toilet,1 story,2nd floor,A        What does this mean?,Double glazing,CH boiler,CH boiler,Long-term lease,Alongside a quiet road and in residential district,Balcony present,Yes,Yes,Yes,Yes,Yes,Yes,no
