header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Metslawierstraat 6,5045 EC Tilburg        ,https://www.funda.nl/en/koop/tilburg/huis-88030883-metslawierstraat-6/?navigateSource=resultlist,20220129_200622,"€ 260,000 kosten koper","€ 2,364    The asking price per m² (€ 260,000) is calculated by dividing the asking price of the home by the living area (110 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Sold under reservation,Available on 3/28/2022,"Single-family home, row house",Resale property,1999,Shed roof,Energie Prestatie Advies,Living area110 m²External storage space6 m²,110 m²,6 m²,128 m²,381 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories and a attic,"Skylight, optical fibre, mechanical ventilation, passive ventilation system and TV via cable",A        What does this mean?,"Roof insulation, double glazing and floor insulation",District heating,128 m²,Full ownership,Back garden,50 m² (10 meter deep and 5 meter broad),Located at the south accessible via the rear,Detached wooden storage,Electricity,Public parking,no
