header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Louis Davidsstraat 317,2551 EJ Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42545874-louis-davidsstraat-317/?navigateSource=resultlist,20220131_210952,"€ 289,000 kosten koper","€ 2,806    The asking price per m² (€ 289,000) is calculated by dividing the asking price of the home by the living area (103 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Available,Available in consultation,Apartment with shared street entrance,Resale property,1967,Living area103 m²Exterior space attached to the building3 m²External storage space3 m²,103 m²,3 m²,3 m²,355 m³,4 rooms (3 bedrooms),1 bathroom,Bath and shower,1 story,5th floor,Elevator and TV via cable,E        What does this mean?,Partly double glazed,Communal central heating,CH boiler,Full ownership,Alongside a quiet road and in residential district,Storage box,Parking on private property and public parking,Yes,Yes,Yes,Yes,Yes,Yes,no
