header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,error
City Apartment (Bouwnr. 155),3011 CD Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42503562-city-apartment-bouwnr-155/?navigateSource=resultlist,20220126_164547,"€ 401,625 vrij op naam","€ 7,046    The asking price per m² (€ 401,625) is calculated by dividing the asking price of the home by the living area (57 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,Apartment with shared street entrance,New property,2025,Living area57 m²Exterior space attached to the building9 m²,57 m²,9 m²,148 m³,2 rooms (1 bedroom),1 story,Elevator and mechanical ventilation,A        What does this mean?,Completely insulated,District heating and complete floor heating,Central facility and district heating,"In center, in residential district and unobstructed surrounding view",no
