header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of garage,Capacity,error
Spoormakerserf 23,5706 KX Helmond        ,https://www.funda.nl/en/koop/helmond/huis-88914393-spoormakerserf-23/?navigateSource=resultlist,20220127_231259,"€ 399,000 kosten koper","€ 3,117    The asking price per m² (€ 399,000) is calculated by dividing the asking price of the home by the living area (128 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,2001,Gable roof,Living area128 m²Other space inside the building25 m²Exterior space attached to the building18 m²,128 m²,25 m²,18 m²,226 m²,545 m³,5 rooms (3 bedrooms),4 stories,A        What does this mean?,"Roof insulation, double glazing, insulated walls, floor insulation and completely insulated",CH boiler and partial floor heating,Solar boiler,2012,226 m²,Full ownership,In residential district,"Back garden, patio/atrium and front garden","67 m² (9,38 meter deep and 8,82 meter broad)",Located at the southeast accessible via the rear,Built-in and parking place,1 car,no
