header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Type of garage,Capacity,Facilities,Type of parking facilities,error
De Gorsen 27,1759 XM Callantsoog        ,https://www.funda.nl/en/koop/callantsoog/huis-42546031-de-gorsen-27/?navigateSource=resultlist,20220127_222043,"€ 280,000 kosten koper","€ 2,617    The asking price per m² (€ 280,000) is calculated by dividing the asking price of the home by the living area (107 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available immediately,"Single-family home, row house",Resale property,1974,Combination roof covered with asphalt roofing and roof tiles,Living area107 m²Other space inside the building19 m²Exterior space attached to the building2 m²External storage space17 m²,107 m²,19 m²,2 m²,17 m²,171 m²,421 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories and a attic,C        What does this mean?,CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2010, in ownership)",171 m²,Full ownership,In residential district,Back garden and front garden,60 m² (10 meter deep and 6 meter broad),Detached brick garage,1 car,Electricity,Public parking,no
