header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Hot water,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
's-Gravenhekje 3 B,1011 TG Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42527881-s-gravenhekje-3-b/?navigateSource=resultlist,20220131_003709,"€ 485,000 kosten koper","€ 7,823    The asking price per m² (€ 485,000) is calculated by dividing the asking price of the home by the living area (62 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 80 per month,2 months,Sold under reservation,Available in consultation,€ 80.00 per month,Upstairs apartment,Resale property,1744,Living area62 m²,62 m²,225 m³,2 rooms (1 bedroom),1 bathroom,Shower and toilet,1 story,1st floor,Not available,CH boiler,Full ownership,Alongside water and in center,Paid parking and resident's parking permits,Yes,Yes,Yes (€ 80.00 per month),Yes,Yes,Yes,no
