header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Sun terrace,Garden location,Balcony/roof garden,Type of parking facilities,error
Appartement XL (Bouwnr. 8),1043 NV Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42599920-appartement-xl-bouwnr-8/?navigateSource=resultlist,20220131_002629,"€ 488,044 vrij op naam","€ 6,101    The asking price per m² (€ 488,044) is calculated by dividing the asking price of the home by the living area (80 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Under option,Available in consultation,Upstairs apartment (apartment),New property,2022,Flat roof covered with asphalt roofing,Woningborg garantiecertificaat,Living area80 m²,80 m²,221 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,1st floor,"Balanced ventilation system, outdoor awning, optical fibre, elevator and solar panels",A        What does this mean?,Completely insulated,"District heating, complete floor heating and heat pump",District heating,"Alongside busy road, alongside park and in center",Sun terrace,"5 m² (1,8 meter deep and 3 meter broad)",Located at the south,Balcony present,Public parking,no
