header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Location,Garden,Type of parking facilities,error
Jean Jonxisstraat 7,3075 RT Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-42433726-jean-jonxisstraat-7/?navigateSource=resultlist,20220126_164314,"€ 625,500 vrij op naam","€ 3,658    The asking price per m² (€ 625,500) is calculated by dividing the asking price of the home by the living area (171 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Sold under reservation,Available in consultation,"Desirable residence/villa, corner house",New property,2023,Woningborg garantiecertificaat,Living area171 m²,171 m²,445 m³,5 rooms (4 bedrooms),3 stories,Mechanical ventilation,Not available,"Roof insulation, insulated walls and floor insulation",District heating,District heating,In residential district,Back garden,Public parking,no
