header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Area,Ownership situation,Location,Garden,Shed / storage,Facilities,error
De Stoutheuvel 28,5632 MR Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/huis-42696701-de-stoutheuvel-28/?navigateSource=resultlist,20220201_001810,"€ 369,000 kosten koper","€ 3,127    The asking price per m² (€ 369,000) is calculated by dividing the asking price of the home by the living area (118 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 28, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1967,Living area118 m²Exterior space attached to the building12 m²External storage space13 m²,118 m²,12 m²,13 m²,215 m²,455 m³,5 rooms (4 bedrooms),1 bathroom,"Hipbath, shower and toilet",3 stories,C        What does this mean?,215 m²,Full ownership,In residential district,Back garden and front garden,Detached brick storage,Electricity,no
