header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,Balcony/roof garden,Shed / storage,Type of garage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
De Brink 1078,2553 HZ Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88045239-de-brink-1078/?navigateSource=resultlist,20220131_215623,"€ 225,000 kosten koper","€ 4,245    The asking price per m² (€ 225,000) is calculated by dividing the asking price of the home by the living area (53 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 24, 2022",Available,Available in consultation,€ 247.52 per month,Apartment with shared street entrance (apartment),Resale property,1975,Flat roof covered with asphalt roofing,Living area53 m²Exterior space attached to the building14 m²External storage space12 m²,53 m²,14 m²,12 m²,180 m³,2 rooms (1 bedroom),1 separate toilet,1 story,2nd floor,B        What does this mean?,Mostly double glazed,Communal central heating,Central facility,Balcony present,Storage box,Parking place,Parking on gated property and parking garage,Yes,Yes,Yes (€ 247.52 per month),Yes,Yes,Yes,no
