header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Shed / storage,Type of parking facilities,error
Tureluur 9,3191 GJ Hoogvliet Rotterdam        ,https://www.funda.nl/en/koop/hoogvliet-rotterdam/huis-42584286-tureluur-9/?navigateSource=resultlist,20220128_043409,"€ 329,000 kosten koper","€ 2,886    The asking price per m² (€ 329,000) is calculated by dividing the asking price of the home by the living area (114 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1981,Gable roof covered with roof tiles,Living area114 m²External storage space6 m²,114 m²,6 m²,137 m²,409 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,3 stories,C        What does this mean?,"Roof insulation, double glazing and floor insulation",CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",137 m²,Full ownership,Back garden and front garden,Attached brick storage,Parking on private property,no
