header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Shed / storage,Type of garage,Capacity,Facilities.1,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Nesciolaan 92,9752 HV Haren (GR)        ,https://www.funda.nl/en/koop/haren-gr/appartement-42662496-nesciolaan-92/?navigateSource=resultlist,20220129_182201,"€ 195,000 kosten koper","€ 1,393    The asking price per m² (€ 195,000) is calculated by dividing the asking price of the home by the living area (140 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 1,620 per month",3 weeks,Available,Available in consultation,Residential property with shared street entrance (apartment),Resale property,1972,Living area140 m²Exterior space attached to the building11 m²External storage space24 m²,140 m²,11 m²,24 m²,350 m³,4 rooms (2 bedrooms),2 bathrooms and 1 separate toilet,Bath and 2 showers,1 story,"Air conditioning, outdoor awning and elevator",E        What does this mean?,Partly double glazed,Communal central heating,Electrical boiler,Full ownership,Alongside a quiet road and in residential district,Balcony present,Built-in,Garage,1 car,Electricity,No,No,No,No,No,No,no
