header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Area,Ownership situation,Location,Garden,Patio/atrium,Garden location,Shed / storage,Retail space,error
Markt 13,6071 JD Swalmen        ,https://www.funda.nl/en/koop/swalmen/huis-42512335-markt-13/?navigateSource=resultlist,20220127_202404,"€ 239,000 kosten koper","€ 1,992    The asking price per m² (€ 239,000) is calculated by dividing the asking price of the home by the living area (120 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,"Single-family home, corner house",Resale property,1875,Furnished and with carpets and curtains,Gable roof covered with roof tiles,Living area120 m²Other space inside the building20 m²External storage space20 m²,120 m²,20 m²,20 m²,163 m²,400 m³,4 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower and toilet,2 stories and a basement,Not available,No insulation,No heating,163 m²,Full ownership,In center,Patio/atrium,"18 m² (5 meter deep and 3,5 meter broad)",Located at the northeast accessible via the rear,Built-in,        (built-in)    ,no
