header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Facilities.1,Type of parking facilities,error
Stellingmolen 78,3146 CG Maassluis        ,https://www.funda.nl/en/koop/maassluis/huis-42538043-stellingmolen-78/?navigateSource=resultlist,20220129_102721,"€ 350,000 kosten koper","€ 3,271    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (107 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1988,Gable roof covered with roof tiles,Living area107 m²External storage space6 m²,107 m²,6 m²,118 m²,388 m³,5 rooms (4 bedrooms),3 stories and a loft,Optical fibre and mechanical ventilation,B        What does this mean?,Double glazing,CH boiler,CH boiler,"Intergas CW5 (gas-fired combination boiler from 2020, to rent)",118 m²,Full ownership,In residential district,Back garden and front garden,Detached brick storage,Electricity,Public parking,no
