header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
2e Spijkerdwarsstraat 43,6828 GB Arnhem        ,https://www.funda.nl/en/koop/arnhem/appartement-42656735-2e-spijkerdwarsstraat-43/?navigateSource=resultlist,20220129_040046,"€ 248,500 kosten koper","€ 5,177    The asking price per m² (€ 248,500) is calculated by dividing the asking price of the home by the living area (48 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 30 per month,6 weeks,Sold under reservation,Available in consultation,Ground-floor apartment (apartment),Resale property,1908,Living area48 m²Other space inside the building16 m²,48 m²,16 m²,235 m³,2 rooms (1 bedroom),1 bathroom,Toilet,2 stories,Ground floor,C        What does this mean?,Double glazing,CH boiler,CH boiler,Full ownership,In center,Back garden,20 m² (4 meter deep and 5 meter broad),Located at the east accessible via the rear,Built-in,Electricity and heating,Yes,Yes,Yes,Yes,Yes,Yes,no
