header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,error
Rectorijstraat 20,6005 PG Weert        ,https://www.funda.nl/en/koop/weert/huis-88044592-rectorijstraat-20/?navigateSource=resultlist,20220129_092918,"€ 275,000 kosten koper","€ 2,455    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (112 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ","January 21, 2022",Available,Available in consultation,"Single-family home, double house",Resale property,1983,Living area112 m²Other space inside the building13 m²Exterior space attached to the building14 m²External storage space9 m²,112 m²,13 m²,14 m²,9 m²,235 m²,415 m³,7 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,"Passive ventilation system, rolldown shutters and TV via cable",C        What does this mean?,Partly double glazed,CH boiler,CH boiler,"Nefit HR ketel (gas-fired combination boiler from 2004, in ownership)",235 m²,Full ownership,no
