header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Fees,Location,Type of parking facilities,error
Lagenoord 69,3552 AA Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42534155-lagenoord-69/?navigateSource=resultlist,20220131_163202,"€ 375,000 kosten koper","€ 5,682    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (66 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1905,Gable roof covered with roof tiles,Living area66 m²,66 m²,42 m²,249 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,2 stories,TV via cable,F            2.81What does this mean?,"Roof insulation, double glazing and insulated walls",CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",42 m²,Ownership encumbered with long-term leaset,Bought off for eternity,"Alongside water, in residential district and unobstructed surrounding view",Paid parking and resident's parking permits,no
