header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Sun terrace,Garden location,Type of parking facilities,error
Waterloft (Bouwnr. 2),3071 EL Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42671029-waterloft-bouwnr-2/?navigateSource=resultlist,20220126_002922,"€ 945,000 vrij op naam","€ 5,339    The asking price per m² (€ 945,000) is calculated by dividing the asking price of the home by the living area (177 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 14, 2022",Available,Available in consultation,Ground-floor + upstairs apartment (apartment),New property,2022,Politiekeurmerk and SWK garantiecertificaat,Living area177 m²Exterior space attached to the building23 m²,177 m²,23 m²,460 m³,4 rooms (3 bedrooms),2 stories,Ground floor,Mechanical ventilation,A        What does this mean?,Completely insulated,Complete floor heating and heat recovery unit,Central facility,"On navigable waterway, alongside water, in residential district and unobstructed surrounding view",Sun terrace,"23 m² (3,05 meter deep and 7,55 meter broad)",Located at the west,Parking garage,no
