header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Ownership situation,Location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Christiaan de Wetstraat 28,2571 TS Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88022919-christiaan-de-wetstraat-28/?navigateSource=resultlist,20220131_194311,"€ 399,500 kosten koper","€ 3,917    The asking price per m² (€ 399,500) is calculated by dividing the asking price of the home by the living area (102 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 195 per month,4 weeks,Available,Available immediately,Maisonnette,Resale property,1985,Living area102 m²,102 m²,270 m³,5 rooms (4 bedrooms),1 story,1st floor,C        What does this mean?,Long-term lease,In residential district,No,No,No,No,No,No,no
