header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of garage,Capacity,Facilities,error
Gebroeders van Doornestraat 18,5614 BN Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/huis-42674688-gebroeders-van-doornestraat-18/?navigateSource=resultlist,20220201_005147,"€ 585,000 kosten koper","€ 4,301    The asking price per m² (€ 585,000) is calculated by dividing the asking price of the home by the living area (136 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1994,Living area136 m²External storage space18 m²,136 m²,18 m²,179 m²,460 m³,6 rooms (5 bedrooms),2 bathrooms and 1 separate toilet,Shower and 2 toilets,3 stories,C        What does this mean?,Completely insulated,CH boiler,CH boiler,"Gas-fired combination boiler from 2014, in ownership",179 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,90 m² (15 meter deep and 6 meter broad),Located at the east accessible via the rear,Detached brick garage,1 car,Electricity,no
