header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Insulation,Heating,CH boiler,Area,Ownership situation,Location,Garden,Back garden,error
Noordveld 35,4714 HV Sprundel        ,https://www.funda.nl/en/koop/sprundel/huis-88034734-noordveld-35/?navigateSource=resultlist,20220129_015031,"€ 329,000 kosten koper","€ 2,812    The asking price per m² (€ 329,000) is calculated by dividing the asking price of the home by the living area (117 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Single-family home, corner house",Resale property,2005,Gable roof,Living area117 m²,117 m²,148 m²,380 m³,5 rooms (3 bedrooms),1 separate toilet,3 stories,B        What does this mean?,Double glazing,CH boiler,HR-Combi-ketel,148 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,78 m² (13 meter deep and 6 meter broad),no
