header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Construction period,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Provisional energy label,Heating,Location,Balcony/roof garden,Shed / storage,Facilities.1,Type of garage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Stadhouderskade 16 H,1054 ES Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-41323935-stadhouderskade-16-h/?navigateSource=resultlist,20220130_214049,"€ 1,050,000 kosten koper","€ 6,954    The asking price per m² (€ 1,050,000) is calculated by dividing the asking price of the home by the living area (151 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,€ 465.23 per month,Upstairs apartment (apartment),Resale property,1991-2000,Living area151 m²Exterior space attached to the building14 m²External storage space4 m²,151 m²,14 m²,4 m²,450 m³,4 rooms (1 bedroom),1 separate toilet,1 story,"Air conditioning, elevator and sliding door",C        What does this mean?,Partial floor heating,Alongside a quiet road and in center,Balcony present,Built-in,Electricity,Underground parking and parking place,"Paid parking, parking garage and resident's parking permits",Yes,Yes,Yes (€ 465.23 per month),Yes,Yes,Yes,no
