header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Area,Ownership situation,Fees,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Karpatastraat 5,1103 TG Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-88019959-karpatastraat-5/?navigateSource=resultlist,20220130_214642,"€ 445,000 kosten koper","€ 4,279    The asking price per m² (€ 445,000) is calculated by dividing the asking price of the home by the living area (104 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1996,Shed roof,Living area104 m²External storage space5 m²,104 m²,5 m²,134 m²,347 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",2 stories,Mechanical ventilation,A        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",District heating,134 m²,Long-term lease,Paid until 29-09-2045,In residential district,Back garden and front garden,"47 m² (9,14 meter deep and 5,14 meter broad)",Located at the east accessible via the rear,Detached wooden storage,Public parking,no
