header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Shed / storage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Dusartstraat 18 A,1072 HS Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42422335-dusartstraat-18-a/?navigateSource=resultlist,20220130_214811,"€ 460,000 kosten koper","€ 7,667    The asking price per m² (€ 460,000) is calculated by dividing the asking price of the home by the living area (60 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 140 per month,4 months,Under offer,Available in consultation,Upstairs apartment (apartment),Resale property,2001,Living area60 m²Exterior space attached to the building4 m²External storage space6 m²,60 m²,4 m²,6 m²,203 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Bath and shower,1 story,2nd floor,Elevator and TV via cable,G        What does this mean?,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",Full ownership,In residential district and unobstructed surrounding view,Balcony present and french balcony present,Built-in,Yes,Yes,No,Yes,Yes,Yes,no
