header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Location,Garden,Balcony/roof garden,Shed / storage,Facilities.1,Type of parking facilities,error
Tuinen van Genta - bouwnummer 41,4817 MR Breda        ,https://www.funda.nl/en/koop/breda/huis-42488239-tuinen-van-genta-bouwnummer-41/?navigateSource=resultlist,20220129_014332,"€ 585,000 vrij op naam","€ 3,900    The asking price per m² (€ 585,000) is calculated by dividing the asking price of the home by the living area (150 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,"Single-family home, row house",New property,2022,Flat roof covered with asphalt roofing,Living area150 m²External storage space5 m²,150 m²,5 m²,138 m²,434 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,2 stories and a attic,Balanced ventilation system and solar panels,Not available,Completely insulated,"Complete floor heating, heat recovery unit and heat pump",Electrical boiler,In residential district,Back garden,Balcony present,Detached wooden storage,Electricity,Parking garage,no
