header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Insulation,Heating,Location,Garden,Balcony/roof garden,Shed / storage,Type of parking facilities,error
Kaap Verde 5.7.65 (Bouwnr. 65),1031 HX Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42519932-kaap-verde-5765-bouwnr-65/?navigateSource=resultlist,20220127_223751,"€ 4,000,000 vrij op naam","€ 11,834    The asking price per m² (€ 4,000,000) is calculated by dividing the asking price of the home by the living area (338 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,Penthouse (apartment),New property,After 2020,Living area338 m²Exterior space attached to the building122 m²,338 m²,122 m²,912 m³,4 rooms (3 bedrooms),3 bathrooms and 1 separate toilet,"Bath, 3 showers and toilet",2 stories,7th floor,A        What does this mean?,Completely insulated,Complete floor heating,Alongside water,Sun terrace,Balcony present,Storage box,Paid parking and parking garage,no
