header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Frans van Mierisstraat 20 a,2316 AM Leiden        ,https://www.funda.nl/en/koop/leiden/appartement-88978932-frans-van-mierisstraat-20-a/?navigateSource=resultlist,20220129_100550,"€ 287,500 kosten koper","€ 5,425    The asking price per m² (€ 287,500) is calculated by dividing the asking price of the home by the living area (53 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Under offer,Available in consultation,Upstairs apartment,Resale property,1933,Flat roof covered with asphalt roofing,Living area53 m²Exterior space attached to the building3 m²,53 m²,3 m²,174 m³,3 rooms (2 bedrooms),1 bathroom,"Bath, shower and toilet",1 story,2nd floor,G        What does this mean?,Double glazing,CH boiler,CH boiler,2015,Full ownership,Alongside a quiet road and in residential district,Balcony present,Paid parking and resident's parking permits,No,No,No,No,No,No,no
