header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Type of parking facilities,error
Burgumerdaam 25,9251 GB Burgum        ,https://www.funda.nl/en/koop/burgum/huis-42548601-burgumerdaam-25/?navigateSource=resultlist,20220129_002104,"€ 475,000 kosten koper","€ 2,159    The asking price per m² (€ 475,000) is calculated by dividing the asking price of the home by the living area (220 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Available,Available in consultation,"Single-family home, detached residential property",Resale property,1933,Double occupancy possible,Living area220 m²Exterior space attached to the building52 m²,220 m²,52 m²,407 m²,760 m³,8 rooms (7 bedrooms),2 bathrooms and 2 separate toilets,"Bath, shower and toilet",2 stories,Solar panels,D        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation","CH boiler, fireplace and pellet burner",CH boiler,AWB ( combination boiler from 2009),407 m²,Full ownership,Sheltered location and in center,Surrounded by garden,Parking on private property and public parking,no
