header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Sun terrace,Garden location,Shed / storage,Type of garage,Type of parking facilities,error
Lloyd Yard (Bouwnr. 73),3024 WH Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-41144208-lloyd-yard-bouwnr-73/?navigateSource=resultlist,20220126_005306,"€ 735,000 vrij op naam","€ 4,324    The asking price per m² (€ 735,000) is calculated by dividing the asking price of the home by the living area (170 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,"Desirable residence/villa, row house",New property,2023,Flat roof covered with asphalt roofing,Woningborg garantiecertificaat,Living area170 m²Exterior space attached to the building30 m²External storage space6 m²,170 m²,30 m²,6 m²,408 m³,5 rooms (3 bedrooms),4 stories,"Balanced ventilation system, smart home, optical fibre, sliding door and solar panels",A        What does this mean?,"Double glazing, energy efficient window and completely insulated","District heating, complete floor heating and heat recovery unit",Central facility and district heating,Alongside a quiet road and in residential district,Sun terrace,"15 m² (4,24 meter deep and 3,22 meter broad)",Located at the east,Built-in,Underground parking and parking place,Public parking and parking garage,no
