header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Stellendamstraat 23,2729 LD Zoetermeer        ,https://www.funda.nl/en/koop/zoetermeer/appartement-42681554-stellendamstraat-23/?navigateSource=resultlist,20220130_131438,"€ 260,000 kosten koper","€ 3,824    The asking price per m² (€ 260,000) is calculated by dividing the asking price of the home by the living area (68 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 25, 2022",Available,Available in consultation,€ 69.00 per month,Maisonnette,Resale property,2005,Partly furnished with carpets and curtains,Shed roof,Living area68 m²,68 m²,275 m³,3 rooms (2 bedrooms),1 bathroom,Hipbath and toilet,2 stories,A        What does this mean?,Completely insulated,CH boiler,CH boiler,"Intergas kompakt HRE (gas-fired combination boiler from 2005, in ownership)",Full ownership,Alongside a quiet road and in residential district,Public parking,Yes,Yes,Yes (€ 69.00 per month),Yes,Yes,Yes,no
