header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Location,Type of garage,Type of parking facilities,error
Steenbakkersweg 25 1.04,7553 EH Hengelo (OV)        ,https://www.funda.nl/en/koop/hengelo-ov/appartement-42526546-steenbakkersweg-25-104/?navigateSource=resultlist,20220129_033406,"€ 400,000 vrij op naam","€ 3,883    The asking price per m² (€ 400,000) is calculated by dividing the asking price of the home by the living area (103 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,Apartment with shared street entrance,New property,2022,Flat roof covered with asphalt roofing,Living area103 m²,103 m²,600 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,1 story,Elevator and mechanical ventilation,Not available,Completely insulated,District heating and partial floor heating,District heating,In center,Parking place,Parking garage,no
