header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Bellemeerstraat 1,2493 XP Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-88032939-bellemeerstraat-1/?navigateSource=resultlist,20220131_212110,"€ 625,000 kosten koper","€ 4,252    The asking price per m² (€ 625,000) is calculated by dividing the asking price of the home by the living area (147 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,"Desirable residence/villa, corner house",Resale property,2010,Gable roof covered with roof tiles,Living area147 m²Other space inside the building8 m²,147 m²,8 m²,177 m²,559 m³,8 rooms (5 bedrooms),2 separate toilets,3 stories,Mechanical ventilation and TV via cable,A        What does this mean?,CH boiler,CH boiler,"HR (gas-fired combination boiler from 2010, in ownership)",177 m²,Full ownership,In residential district,"Back garden, front garden and side garden","61 m² (7,9 meter deep and 7,72 meter broad)",Located at the northeast accessible via the rear,Built-in,Electricity,Public parking,no
