header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Hot water,Area,Balcony/roof garden,Type of garage,Capacity,Facilities,Type of parking facilities,error
Schinkelstraat (Bouwnr. 111),6411 LN Heerlen        ,https://www.funda.nl/en/koop/heerlen/huis-42401464-schinkelstraat-bouwnr-111/?navigateSource=resultlist,20220129_090801,"€ 475,000 vrij op naam","€ 3,253    The asking price per m² (€ 475,000) is calculated by dividing the asking price of the home by the living area (146 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 months,Available,Available in consultation,"Single-family home, semi-detached residential property (drive-in residential property)",New property,2022,Flat roof covered with asphalt roofing,Living area146 m²Other space inside the building33 m²Exterior space attached to the building14 m²,146 m²,33 m²,14 m²,50 m²,609 m³,4 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories and a basement,A        What does this mean?,"Roof insulation, double glazing, energy efficient window, draft protection, insulated walls, floor insulation and completely insulated",Electrical boiler,50 m²,Balcony present,Built-in,1 car,Electricity,Parking garage,no
