header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Ownership situation,Ownership situation.1,Ownership situation.2,Location,Balcony/roof garden,Shed / storage,Type of garage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Runweg 6 h,5258 BN Berlicum        ,https://www.funda.nl/en/koop/berlicum/appartement-42672370-runweg-6-h/?navigateSource=resultlist,20220129_033730,"€ 349,000 kosten koper","€ 4,418    The asking price per m² (€ 349,000) is calculated by dividing the asking price of the home by the living area (79 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,Galleried apartment (apartment),Resale property,2021,Living area79 m²Exterior space attached to the building13 m²External storage space5 m²,79 m²,13 m²,5 m²,292 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Bath and shower,1 story,3rd floor,A        What does this mean?,Completely insulated,Complete floor heating and heat pump,Full ownership,Full ownership,Full ownership,In center,Balcony present,Built-in,Underground parking and parking place,Public parking,No,No,No,No,No,No,no
