header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Theophile de Bockstraat 87 2,1058 VB Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42679521-theophile-de-bockstraat-87-2/?navigateSource=resultlist,20220130_211932,"€ 475,000 kosten koper","€ 8,796    The asking price per m² (€ 475,000) is calculated by dividing the asking price of the home by the living area (54 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 70 per month,2 weeks,Available,Available in consultation,Upstairs apartment (apartment),Resale property,1930,Living area54 m²Exterior space attached to the building6 m²,54 m²,6 m²,186 m³,3 rooms (2 bedrooms),1 bathroom,Shower and toilet,1 story,3rd floor,G        What does this mean?,CH boiler,CH boiler,Remeha ( combination boiler from 2019),Full ownership,"Alongside water, in residential district and unobstructed surrounding view",Balcony present,Yes,Yes,Yes,Yes,No,Yes,no
