header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Shed / storage,Facilities.1,Type of parking facilities,error
Achtervang 16,4817 DA Breda        ,https://www.funda.nl/en/koop/breda/huis-88031617-achtervang-16/?navigateSource=resultlist,20220129_015938,"€ 325,000 kosten koper","€ 3,693    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (88 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,"Single-family home, row house",Resale property,1959,Gable roof covered with roof tiles,Energie Prestatie Advies,Living area88 m²Other space inside the building12 m²Exterior space attached to the building3 m²External storage space7 m²,88 m²,12 m²,3 m²,7 m²,150 m²,360 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,3 stories,Skylight and solar panels,C        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation","CH boiler, wood heater and partial floor heating",CH boiler,"Nefit compact HR (gas-fired combination boiler from 2009, in ownership)",150 m²,Full ownership,In residential district,Detached brick storage,Electricity,Public parking,no
