header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,CH boiler,Shed / storage,Facilities.1,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Jonker Fransstraat 84 b,3031 AW Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-88978251-jonker-fransstraat-84-b/?navigateSource=resultlist,20220126_163736,"€ 355,000 kosten koper","€ 4,551    The asking price per m² (€ 355,000) is calculated by dividing the asking price of the home by the living area (78 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 119 per month,2 months,Sold under reservation,Available in consultation,€ 119.00 per month,Upstairs apartment (apartment),Resale property,1952,Flat roof covered with asphalt roofing,Living area78 m²Exterior space attached to the building5 m²External storage space9 m²,78 m²,5 m²,9 m²,275 m³,3 rooms (2 bedrooms),4 stories,1st floor,"Air conditioning, rolldown shutters and TV via cable",D        What does this mean?,CH boiler,CH boiler,In ownership,Built-in,Electricity,Public parking and resident's parking permits,Yes,Yes,Yes (€ 119.00 per month),Yes,Yes,Yes,no
