header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities,Type of parking facilities,error
Kruisbeklaan 22,3722 TH Bilthoven        ,https://www.funda.nl/en/koop/bilthoven/huis-42655530-kruisbeklaan-22/?navigateSource=resultlist,20220127_224933,"€ 489,000 kosten koper","€ 3,444    The asking price per m² (€ 489,000) is calculated by dividing the asking price of the home by the living area (142 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1971,Gable roof covered with roof tiles,Living area142 m²External storage space8 m²,142 m²,8 m²,166 m²,461 m³,6 rooms (4 bedrooms),1 bathroom and 2 separate toilets,Bath and shower,3 stories,C        What does this mean?,Double glazing,CH boiler,CH boiler,"Nefit (gas-fired combination boiler from 2021, in ownership)",166 m²,Full ownership,"Alongside a quiet road, in center and in residential district",Back garden and front garden,72 m² (12 meter deep and 6 meter broad),Located at the south accessible via the rear,Detached brick storage,Electricity,Public parking,no
