header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Service charges,Listed since,Status,Acceptance,Type of parking facilities,Building type,Facilities,Capacity,Ownership situation,Fees,error
Maria Austriastraat 35 PP,1087 EK Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/parkeergelegenheid-42659152-maria-austriastraat-35-pp/?navigateSource=resultlist,20220130_222709,"€ 23,000 kosten koper",€ 38 per month,6 weeks,Available,Available in consultation,Underground parking,Resale property,Electrical door,1,Municipal ownership encumbered with long-term leaset,Paid until 31-08-2058,no
