header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,error
Jacob van Campenweg 104,3067 LK Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-88998857-jacob-van-campenweg-104/?navigateSource=resultlist,20220126_165334,"€ 495,000 kosten koper","€ 3,257    The asking price per m² (€ 495,000) is calculated by dividing the asking price of the home by the living area (152 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1964,Hip roof,Living area152 m²Exterior space attached to the building3 m²External storage space7 m²,152 m²,3 m²,7 m²,160 m²,470 m³,6 rooms (5 bedrooms),3 stories,E        What does this mean?,Double glazing,CH boiler,CH boiler,2004,160 m²,Full ownership,In residential district and freestanding location,Back garden and front garden,"65 m² (10 meter deep and 6,5 meter broad)",Located at the east accessible via the rear,no
