header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Jan van Gojenstraat 355,2526 PM Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88906908-jan-van-gojenstraat-355/?navigateSource=resultlist,20220131_211842,"€ 329,000 kosten koper","€ 4,387    The asking price per m² (€ 329,000) is calculated by dividing the asking price of the home by the living area (75 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Available,Available in consultation,Galleried apartment (apartment),Resale property,1993,Living area75 m²,75 m²,210 m³,4 rooms (3 bedrooms),1 separate toilet,1 story,2nd floor,C        What does this mean?,Double glazing,CH boiler,CH boiler,Gas-fired,No,No,No,No,No,No,no
