header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,error
Prins Hendrikstraat 27,6471 AX Eygelshoven        ,https://www.funda.nl/en/koop/eygelshoven/huis-88033376-prins-hendrikstraat-27/?navigateSource=resultlist,20220129_084700,"€ 190,000 kosten koper","€ 1,234    The asking price per m² (€ 190,000) is calculated by dividing the asking price of the home by the living area (154 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1929,Gable roof,Living area154 m²Other space inside the building30 m²Exterior space attached to the building14 m²,154 m²,30 m²,14 m²,153 m²,676 m³,8 rooms (4 bedrooms),3 stories,G        What does this mean?,No insulation,CH boiler,CH boiler,2004,153 m²,Full ownership,Alongside a quiet road and in residential district,Back garden,"63 m² (10,5 meter deep and 6,5 meter broad)",Located at the south,no
