header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of other property,Building type,Plot size,Area,Ownership situation,error
Kruiswijk 1,1761 AR Anna Paulowna        ,https://www.funda.nl/en/koop/anna-paulowna/object-41363337-kruiswijk-1/?navigateSource=resultlist,20220129_020452,"€ 64,950 vrij op naam",6+ months,Available,Available in consultation,Storage space,Resale property,"1,210 m²",1.210 m² (part of parcel),Full ownership,no
