header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of garage,Type of parking facilities,error
Gaardendreef 41,3824 ZA Amersfoort        ,https://www.funda.nl/en/koop/amersfoort/huis-42567188-gaardendreef-41/?navigateSource=resultlist,20220127_231212,"€ 495,000 kosten koper","€ 4,195    The asking price per m² (€ 495,000) is calculated by dividing the asking price of the home by the living area (118 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,"Single-family home, double house",Resale property,1996,Gable roof,Living area118 m²Other space inside the building7 m²Exterior space attached to the building22 m²External storage space2 m²,118 m²,7 m²,22 m²,2 m²,231 m²,441 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,3 stories,B        What does this mean?,"Roof insulation, double glazing, insulated walls, floor insulation and completely insulated",CH boiler,231 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,120 m² (12 meter deep and 10 meter broad),Located at the south accessible via the rear,Outside plastic storage cabinet,Carport,Parking on private property,no
