header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Accessibility,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Wezelrade 149,2544 XA Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42681010-wezelrade-149/?navigateSource=resultlist,20220131_192224,"€ 225,000 kosten koper","€ 2,812    The asking price per m² (€ 225,000) is calculated by dividing the asking price of the home by the living area (80 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 24, 2022",Available,Available in consultation,€ 198.34 per month,Apartment with shared street entrance (apartment),Resale property,1961,Disabled access friendly and accessible for seniors,Living area80 m²Exterior space attached to the building3 m²,80 m²,3 m²,255 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,10th floor,Elevator and TV via cable,F        What does this mean?,Double glazing,Communal central heating,Central facility,In residential district and unobstructed surrounding view,Balcony present,Built-in,Parking on private property and public parking,Yes,Yes,Yes (€ 198.34 per month),Yes,Yes,Yes,no
