header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Type of parking facilities,error
Binnenhof 16,7772 JH Hardenberg        ,https://www.funda.nl/en/koop/hardenberg/huis-42549248-binnenhof-16/?navigateSource=resultlist,20220130_165130,"€ 217,500 kosten koper","€ 2,052    The asking price per m² (€ 217,500) is calculated by dividing the asking price of the home by the living area (106 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1978,Gable roof covered with roof tiles,Living area106 m²Other space inside the building7 m²Exterior space attached to the building3 m²,106 m²,7 m²,3 m²,144 m²,383 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,Rolldown shutters,C        What does this mean?,"Roof insulation, double glazing and insulated walls",CH boiler and partial floor heating,CH boiler,"Intergas (gas-fired from 2008, in ownership)",144 m²,Full ownership,In residential district,Back garden and front garden,Public parking,no
