header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Lijnbaansgracht 347 III,1017 XB Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42524026-lijnbaansgracht-347-iii/?navigateSource=resultlist,20220130_154030,"€ 375,000 kosten koper","€ 9,615    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (39 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,€ 150.00 per month,Upstairs apartment (apartment),Resale property,1857,Protected townscape or village view (permit needed for alterations),Mansard roof,Living area39 m²,39 m²,100 m³,3 rooms (2 bedrooms),1 bathroom,Toilet,1 story,4th floor,D        What does this mean?,Roof insulation and floor insulation,Communal central heating,Central facility,Full ownership,"Alongside a quiet road, alongside water and in center",Paid parking and resident's parking permits,Yes,Yes,Yes (€ 150.00 per month),Yes,No,Yes,no
