header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Blauw Glidkruid 69,2498 DB Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-42661891-blauw-glidkruid-69/?navigateSource=resultlist,20220131_222236,"€ 540,000 kosten koper","€ 3,699    The asking price per m² (€ 540,000) is calculated by dividing the asking price of the home by the living area (146 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,2005,Gable roof covered with roof tiles,Living area146 m²,146 m²,145 m²,488 m³,6 rooms (5 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,"Optical fibre, mechanical ventilation and flue",A+        What does this mean?,Double glazing and completely insulated,District heating,District heating,145 m²,Full ownership,"Alongside a quiet road, alongside water and in residential district",Back garden and front garden,"52 m² (10 meter deep and 5,2 meter broad)",Located at the northwest,Detached wooden storage,Public parking,no
