header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Jadestraat 96,9743 HH Groningen        ,https://www.funda.nl/en/koop/groningen/appartement-88904328-jadestraat-96/?navigateSource=resultlist,20220128_085206,"€ 310,000 kosten koper","€ 2,183    The asking price per m² (€ 310,000) is calculated by dividing the asking price of the home by the living area (142 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Available,Available in consultation,Ground-floor apartment (apartment),Resale property,2007,Living area142 m²,142 m²,473 m³,3 rooms (2 bedrooms),1 story,Ground floor,Mechanical ventilation and rolldown shutters,B            1.07What does this mean?,Double glazing,CH boiler,CH boiler,"Intergas ( combination boiler from 2011, lease)",No,No,No,No,No,No,no
