header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Balcony/roof garden,Shed / storage,Type of parking facilities,error
Van Swindenstraat 9,3514 XM Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42448366-van-swindenstraat-9/?navigateSource=resultlist,20220131_165003,"€ 799,000 kosten koper","€ 5,025    The asking price per m² (€ 799,000) is calculated by dividing the asking price of the home by the living area (159 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Sold under reservation,Available on 2/1/2022,"Single-family home, row house",Resale property,1928,Flat roof covered with asphalt roofing,Living area159 m²Exterior space attached to the building15 m²External storage space6 m²,159 m²,15 m²,6 m²,98 m²,573 m³,7 rooms (5 bedrooms),2 bathrooms and 1 separate toilet,Bath and 2 toilets,3 stories,D        What does this mean?,CH boiler,CH boiler,"Remeha (gas-fired combination boiler from 2017, in ownership)",98 m²,Full ownership,Back garden,Roof terrace present,Detached wooden storage,Paid parking and resident's parking permits,no
