header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Prins Bernhardplein 33,3555 AK Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-42659124-prins-bernhardplein-33/?navigateSource=resultlist,20220128_012247,"€ 275,000 kosten koper","€ 3,873    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (71 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Under offer,Available in consultation,Apartment with shared street entrance,Resale property,1964,Flat roof,Living area71 m²Exterior space attached to the building6 m²External storage space6 m²,71 m²,6 m²,6 m²,235 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,4 stories,4th floor,TV via cable,E        What does this mean?,Double glazing,Gas heater,Gas water heater,Full ownership,"Alongside a quiet road, in residential district and unobstructed surrounding view",Balcony present,Storage box,Public parking,Yes,Yes,Yes,Yes,Yes,Yes,no
