header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Type of parking facilities,Plot size,Acceptance,Status,error
Rooseveltlaan 580,3526 BE Utrecht        ,https://www.funda.nl/en/koop/utrecht/parkeergelegenheid-88048046-rooseveltlaan-580/?navigateSource=resultlist,20220131_164138,"€ 37,500 kosten koper","January 27, 2022",Garage,18 m²,Available in consultation,Available,no
