header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Fees,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Kribbestraat 44 1,1079 WT Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88032054-kribbestraat-44-1/?navigateSource=resultlist,20220130_204455,"€ 400,000 kosten koper","€ 6,897    The asking price per m² (€ 400,000) is calculated by dividing the asking price of the home by the living area (58 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,€ 50.00 per month,Upstairs apartment (apartment),Resale property,1936,Flat roof covered with asphalt roofing,Living area58 m²Exterior space attached to the building5 m²,58 m²,5 m²,194 m³,2 rooms (1 bedroom),1 story,1st floor,Air conditioning and TV via cable,E        What does this mean?,Double glazing,CH boiler,CH boiler,"Intergas (gas-fired from 2018, in ownership)",Municipal ownership encumbered with long-term leaset,Paid until 15-09-2060,Balcony present,Paid parking and resident's parking permits,Yes,Yes,Yes (€ 50.00 per month),Yes,Yes,Yes,no
