header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Provisional energy label,Insulation,Balcony/roof garden,Shed / storage,Facilities,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Buitenring (Bouwnr. 14),3241 DE Middelharnis        ,https://www.funda.nl/en/koop/middelharnis/appartement-88013469-buitenring-bouwnr-14/?navigateSource=resultlist,20220129_082736,"€ 395,000 vrij op naam","€ 4,438    The asking price per m² (€ 395,000) is calculated by dividing the asking price of the home by the living area (89 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Under option,Available in consultation,Upstairs apartment (apartment),New property,2022,Gable roof covered with roof tiles,Living area89 m²,89 m²,303 m³,3 rooms (2 bedrooms),1 separate toilet,1 story,3rd floor,A        What does this mean?,Completely insulated,Balcony present,Detached wooden storage,Electricity,Public parking,No,No,No,No,No,No,no
