header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Garden,Back garden,Garden location,Balcony/roof garden,Type of garage,error
Beeckendael 24,5221 PK Den Bosch        ,https://www.funda.nl/en/koop/den-bosch/huis-88010387-beeckendael-24/?navigateSource=resultlist,20220201_112523,"€ 429,000 kosten koper","€ 2,616    The asking price per m² (€ 429,000) is calculated by dividing the asking price of the home by the living area (164 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,2010,Flat roof covered with asphalt roofing,Living area164 m²Exterior space attached to the building41 m²External storage space6 m²,164 m²,41 m²,6 m²,586 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,Mechanical ventilation and TV via cable,A        What does this mean?,CH boiler,CH boiler,2011,Full ownership,"On the edge of a forest, alongside a quiet road, sheltered location and rural",Back garden and sun terrace,36 m² (6 meter deep and 6 meter broad),Located at the northwest,Roof terrace present,Underground parking and parking place,no
