header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Crayensteynstraat 23,3312 PC Dordrecht        ,https://www.funda.nl/en/koop/dordrecht/huis-42681131-crayensteynstraat-23/?navigateSource=resultlist,20220130_113957,"€ 239,000 kosten koper","€ 3,677    The asking price per m² (€ 239,000) is calculated by dividing the asking price of the home by the living area (65 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 24, 2022",Available,Available immediately,"Single-family home, row house",Resale property,1922,Gable roof covered with roof tiles,Living area65 m²External storage space7 m²,65 m²,7 m²,68 m²,263 m³,3 rooms (2 bedrooms),1 separate toilet,2 stories,F        What does this mean?,Double glazing,CH boiler,CH boiler,Gas-fired combination boiler,68 m²,Full ownership,Alongside busy road and in center,Back garden,"26 m² (5,9 meter deep and 4,4 meter broad)",Located at the south accessible via the rear,Detached wooden storage,"Paid parking, public parking and resident's parking permits",no
