header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Shed / storage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Neerstraat 115,5215 AN Den Bosch        ,https://www.funda.nl/en/koop/den-bosch/appartement-88049644-neerstraat-115/?navigateSource=resultlist,20220201_111233,"€ 259,000 kosten koper","€ 3,548    The asking price per m² (€ 259,000) is calculated by dividing the asking price of the home by the living area (73 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 18, 2022",Available,Available in consultation,€ 245.00 per month,Galleried apartment,Resale property,1963,Flat roof covered with asphalt roofing,Living area73 m²External storage space6 m²,73 m²,6 m²,237 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower,1 story,1st floor,G        What does this mean?,Double glazing and partly double glazed,Communal central heating,Electrical boiler (rental),Full ownership,Alongside a quiet road,Built-in,Yes,Yes,Yes (€ 245.00 per month),Yes,Yes,Yes,no
