header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,error
Middenweg 20 A,1097 BM Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42519585-middenweg-20-a/?navigateSource=resultlist,20220130_210135,"€ 425,000 vrij op naam","€ 10,119    The asking price per m² (€ 425,000) is calculated by dividing the asking price of the home by the living area (42 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,Upstairs apartment (apartment),New property,2022,Living area42 m²Exterior space attached to the building14 m²,42 m²,14 m²,127 m³,2 rooms (1 bedroom),1 bathroom,Shower and toilet,1 story,Elevator and mechanical ventilation,Not available,Completely insulated,CH boiler and complete floor heating,CH boiler,"Gas-fired combination boiler, in ownership",Full ownership,In residential district,Balcony present,no
