header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Shed / storage,Type of garage,Capacity,Type of parking facilities,error
Oude Trambaan (Bouwnr. 152),2265 VV Leidschendam        ,https://www.funda.nl/en/koop/leidschendam/appartement-42686969-oude-trambaan-bouwnr-152/?navigateSource=resultlist,20220129_050934,"€ 509,000 vrij op naam","€ 5,141    The asking price per m² (€ 509,000) is calculated by dividing the asking price of the home by the living area (99 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 19, 2022",Available,Available in consultation,Galleried apartment (apartment),New property,2022,Flat roof covered with asphalt roofing,GIW Waarborgcertificate,Living area99 m²External storage space5 m²,99 m²,5 m²,257 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,1 story,Mechanical ventilation,A        What does this mean?,Completely insulated,"Electric heating, complete floor heating, heat recovery unit and heat pump",Geothermal heating,In center and in residential district,Built-in,Built-in and underground parking,1 car,Parking garage,no
