header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,error
Frank Martinus Arionstraat,1087 VS Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-41111981-frank-martinus-arionstraat/?navigateSource=resultlist,20220130_214927,"€ 348,738 vrij op naam","€ 4,414    The asking price per m² (€ 348,738) is calculated by dividing the asking price of the home by the living area (79 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Under option,Available in consultation,Upstairs apartment (apartment),New property,2021,Flat roof,Woningborg garantiecertificaat,Living area79 m²Other space inside the building1 m²Exterior space attached to the building6 m²External storage space1 m²,79 m²,1 m²,6 m²,1 m²,237 m³,4 rooms (3 bedrooms),1 bathroom,Shower and toilet,1 story,2nd floor,Not available,Triple glazed,Long-term lease,"Alongside park, alongside a quiet road, sheltered location and in residential district",Balcony present,Parking garage,no
